基金代码,总市值,一致预期PE,每股一致预期增速,静态pe,毛利率,净利率,roe,roic,经营现金流净额/净利润,资产负债率,静态pb,总市值排名,一致预期PE排名,每股一致预期增速排名,静态pe排名,毛利率排名,净利率排名,roe排名,roic排名,经营现金流净额/净利润排名,资产负债率排名,静态pb排名,股票个数,前十大股票占比,前三大行业占比,股票个数排名,前十大股票占比排名,前三大行业占比排名,换手率,换手率排名
010161.OF,3412.217295,39.56503186,31.44129527,46.79328175,36.14258567,14.73869722,15.27571565,14.83669597,66.76668237,36.7679452,5.83793008,0.727988547,0.567644953,0.248389406,0.582677165,0.755547602,0.468861847,0.712956335,0.829634932,0.484967788,0.405153901,0.345740873,43,57.56,63.09,0.404795991,0.79706514,0.769148175,3.424388449,0.647100931
010176.OF,3850.097975,41.58050831,44.7995123,61.78308732,50.22984636,18.9897584,19.17398412,18.21314366,80.01438893,33.0935199,10.3265612,0.77702219,0.646385111,0.451682176,0.822834646,0.969935576,0.779527559,0.927702219,0.949176807,0.948460988,0.256263422,0.871510379,59,49.65,84.91,0.66607015,0.625447387,0.949892627,18.42419285,0.994273443
010180.OF,2608.629369,47.36311866,55.70865752,58.62850635,37.92333327,15.20000378,14.67405897,13.70878766,74.53419321,42.5758197,8.70141538,0.604509664,0.816034359,0.622047244,0.776306371,0.803865426,0.507516106,0.652827487,0.730136006,0.803865426,0.727988547,0.710093057,52,53.1,53.99,0.566750179,0.710808876,0.616678597,0.975558447,0.132784538
010181.OF,5362.83831,41.04340621,42.36825561,39.00855514,31.13484654,17.58138441,12.98393625,10.75882665,65.31342657,36.49297786,7.46766581,0.901932713,0.622047244,0.413027917,0.452040086,0.549033644,0.687186829,0.4817466,0.375805297,0.434502505,0.392627058,0.55583393,67,46.12,35.39,0.748568361,0.535433071,0.216893343,4.790467437,0.794559771
010186.OF,1112.334689,51.39432733,47.0609555,70.45715501,46.34943013,16.95452289,15.59715336,15.91182606,67.87598687,29.68919663,11.67378955,0.236578382,0.88940587,0.490336435,0.905869721,0.934860415,0.645311382,0.746599857,0.877952756,0.527916965,0.169291339,0.948460988,43,56.28,58.91,0.404795991,0.773801002,0.70293486,0.884059106,0.113815319
010190.OF,2529.087194,14.92814925,32.14692524,10.09676793,21.33003303,18.25100524,14.34231767,9.52507329,72.93466686,50.24022393,3.19069676,0.589477452,0.023264137,0.25841088,0.081961346,0.158554044,0.738367931,0.620257695,0.269148175,0.748031496,0.9452398,0.141374374,24,57.22,39.31,0.069971367,0.790622763,0.29599141,0.741579739,0.080887616
010194.OF,3323.629997,38.76698779,69.2640919,43.52310585,35.38617248,21.35147306,16.10898507,13.73576421,80.53051722,40.92655516,8.33724748,0.719756621,0.538296349,0.782748747,0.524695777,0.736578382,0.890121689,0.784896206,0.734788833,0.955619184,0.643521832,0.669291339,57,44.16,50.15,0.640658554,0.492304939,0.547602004,1.052685732,0.151395848
010201.OF,1007.235471,31.07726717,33.25824975,41.55109621,19.82058419,9.23013693,8.05389725,6.87798804,50.17976183,52.56836152,4.51614361,0.206513958,0.271653543,0.276306371,0.494631353,0.12956335,0.133142448,0.127415891,0.12884753,0.16678597,0.965640659,0.232283465,34,51.79,57.48,0.240694345,0.678954903,0.678060129,2.940301996,0.577666428
010213.OF,5950.047767,36.24516692,28.17811482,36.77940712,30.28516165,6.62985865,11.78719635,15.66999919,57.99627138,38.71300329,4.92308059,0.939513243,0.451324266,0.200429492,0.411954188,0.504652827,0.084108805,0.355762348,0.867573372,0.250894775,0.510379384,0.265569077,43,53.02,61.04,0.404795991,0.708661417,0.734609878,1.809360575,0.341088046
010220.OF,2541.456984,45.97384069,62.99660525,64.15776937,37.74594392,14.65808795,12.95022537,12.79097714,70.49681396,37.74173964,8.60109745,0.594130279,0.779527559,0.72190408,0.847888332,0.798854689,0.459914102,0.478525412,0.636363636,0.642448103,0.454903364,0.696850394,26,60.11,65.73,0.096098783,0.841088046,0.804581246,1.901250592,0.363278454
010237.OF,933.4678619,83.86212647,69.67941299,126.7143458,37.53956894,19.10069913,13.21306905,13.67501134,46.86298376,29.13708971,13.72326285,0.18468146,0.997494631,0.787043665,0.99928418,0.795275591,0.784896206,0.501789549,0.727272727,0.144595562,0.159269864,0.989620616,45,63.83,89.42,0.445776664,0.894416607,0.974946314,9.116467698,0.94488189
010264.OF,855.1168523,34.67521285,85.52405594,33.62555425,27.33509243,17.16918193,11.90602316,10.89031164,59.76449157,26.1434722,5.63714511,0.161059413,0.390837509,0.895848246,0.348246242,0.346814603,0.658554044,0.368289191,0.396564066,0.285254116,0.11130995,0.324266285,90,23.23,31.92,0.862920544,0.117752326,0.156406586,1.26972812,0.206156049
010271.OF,5948.16846,26.63940597,26.14989519,26.94690759,30.14898577,14.9874077,16.43290548,17.1843356,69.35561997,49.68683673,4.66604656,0.939155333,0.152111668,0.175375805,0.25948461,0.495705082,0.491052255,0.810307802,0.92662849,0.596277738,0.938797423,0.246957767,33,56.97,36.3,0.224051539,0.786327845,0.235862563,1.266001658,0.20400859
010273.OF,1543.058962,16.00814736,38.00281736,7.92474901,20.70080341,17.83070545,15.36177297,11.79302937,73.55207394,47.22960027,3.01995368,0.356836077,0.030064424,0.343951324,0.063350036,0.147100931,0.707587688,0.723335719,0.502863278,0.773085183,0.893342878,0.130637079,22,66.07,36.41,0.051717967,0.918038654,0.238725841,0.465345684,0.034359341
010275.OF,3184.00015,53.15531744,52.54520548,73.35736844,50.88858637,29.5699935,23.3156205,22.95870769,82.0495511,28.41902051,15.80007223,0.700429492,0.912670007,0.572655691,0.930207588,0.974230494,0.993915533,0.987115247,0.993915533,0.974230494,0.14853257,0.99928418,30,54.89,65.18,0.161238368,0.748031496,0.797423049,0.82767112,0.102004295
010282.OF,1731.893846,43.65428174,102.954002,13.24373701,25.78379262,13.35215399,14.0931375,13.11604345,66.70609034,49.50196348,11.33635481,0.403364352,0.72190408,0.958840372,0.11130995,0.282748747,0.361488905,0.59269864,0.66750179,0.48210451,0.937007874,0.934860415,35,52.78,60.91,0.256442377,0.701145311,0.730851825,3.245973875,0.621331424
010286.OF,2211.47634,46.52223648,72.55227938,69.26803057,37.06281174,15.57923867,13.24420309,12.60574017,72.69482798,36.92738119,8.38538479,0.511095204,0.795275591,0.809949893,0.894774517,0.782748747,0.543307087,0.504294918,0.614531138,0.74123121,0.413743737,0.677523264,35,58.49,65.69,0.256442377,0.812992126,0.804223336,1.442559298,0.250894775
010293.OF,2401.747385,43.39413533,29.92408009,69.68565254,24.54051058,9.78496201,8.85436984,9.04683037,59.36401072,44.79062723,7.31578397,0.558339298,0.714030064,0.225483178,0.899069435,0.231925555,0.151395848,0.153185397,0.234073014,0.276306371,0.820687187,0.533285612,49,38.71,44.51,0.517358626,0.344130279,0.428060129,12.92313813,0.983178239
010296.OF,2850.133426,35.12793472,40.37218404,30.72652131,43.14888246,21.15388491,22.63321166,19.92431586,81.75009442,39.99636716,10.15457596,0.650322119,0.40765927,0.384037223,0.308876163,0.893700787,0.884037223,0.982820329,0.972798855,0.970293486,0.585182534,0.861488905,62,24.22,57.1,0.703113815,0.130994989,0.670007158,7.047036764,0.901574803
010298.OF,6834.561634,42.3860327,32.677898,50.86387398,53.94844908,22.93014554,21.55898894,22.27927298,80.64421874,35.8706644,11.02352014,0.966714388,0.680386543,0.267716535,0.645311382,0.989620616,0.932355047,0.971009306,0.989620616,0.957050823,0.365068003,0.919828203,63,53.76,72.7,0.713314245,0.723156764,0.866857552,2.678997182,0.53722262
010299.OF,4057.989868,41.23581189,59.27735225,52.32248767,33.85845097,20.90335133,15.75335588,13.39620931,73.81881991,41.29589382,9.25928649,0.802075877,0.63027917,0.672870437,0.668575519,0.676807445,0.872226199,0.7591267,0.693629205,0.781675018,0.660343593,0.7773801,81,37.08,39.43,0.831424481,0.310307802,0.298317824,2.960918572,0.580529707
010301.OF,4982.859355,46.22123049,52.68995129,78.51193137,26.56007009,14.26666178,14.66639748,13.54401882,69.41577999,46.00683472,9.9330776,0.880816034,0.785612026,0.575161059,0.955977094,0.310307802,0.42519685,0.652469578,0.708661417,0.599498926,0.860057266,0.846814603,80,73.63,66.4,0.826950608,0.969577666,0.810665712,2.084400016,0.40658554
010303.OF,2223.103256,37.92911927,95.82771942,57.47352832,37.08329856,21.00653919,17.69587145,15.34327061,75.68109348,39.97786558,8.83814656,0.514316392,0.512526843,0.940944882,0.755905512,0.784180387,0.877594846,0.874373658,0.857193987,0.841445956,0.584108805,0.727630637,149,29.16,52.93,0.952040086,0.182712956,0.597351467,1.571191681,0.284538296
010305.OF,5375.408538,55.36519216,43.95242168,69.19220065,34.47171962,15.46858027,10.98402936,11.27938821,69.49484774,40.90188541,8.40630275,0.902648533,0.939155333,0.437365784,0.894416607,0.700787402,0.534359341,0.290622763,0.438797423,0.600930565,0.642448103,0.679670723,56,52.67,54.06,0.627415891,0.697924123,0.618110236,1.318041869,0.217609162
010307.OF,487.5620576,39.55998666,96.18809558,57.99535783,31.81629938,14.03258308,11.13188461,11.30287107,62.90121222,29.87475879,7.04293236,0.059055118,0.567287044,0.943092341,0.764137437,0.581245526,0.408732999,0.301002147,0.44380816,0.359341446,0.172154617,0.493557623,37,26.75,71.55,0.292770222,0.153901217,0.856120258,5.002533116,0.811739442
010313.OF,1511.344194,38.29506974,85.31361161,63.61865055,32.42867212,19.05190112,17.60407973,15.35154433,78.1678305,44.04106187,10.14520423,0.348246242,0.521474588,0.894416607,0.842519685,0.613815319,0.782032928,0.86972083,0.857551897,0.914817466,0.795275591,0.860057266,61,45.07,57.43,0.691839656,0.510021475,0.676449535,3.966484465,0.710808876
010314.OF,4778.36729,36.24914454,30.2856036,44.83960162,49.99858759,28.77453353,24.66370214,23.50865362,78.64493832,28.66509502,10.29742813,0.869005011,0.452397996,0.231567645,0.545812455,0.967788117,0.990694345,0.993557623,0.996420902,0.922333572,0.152827487,0.86972083,20,73.06,85.03,0.035075161,0.966714388,0.950966356,2.769400021,0.554044381
010326.OF,1397.631209,49.21489661,21.04054082,55.0692512,29.81698218,11.63581778,12.4187372,12.94439644,60.50542549,37.59794184,6.58188968,0.317108089,0.858625626,0.126700072,0.710450966,0.478525412,0.239799571,0.421259843,0.650680029,0.303865426,0.448818898,0.427702219,45,48.04,68.78,0.445776664,0.587329993,0.83249821,2.260224399,0.448103078
010328.OF,4609.528384,40.01745151,58.48457337,50.24783071,34.70127027,19.76724187,15.87531537,13.44698024,70.2484901,42.14721936,8.94578135,0.854688618,0.583035075,0.660701503,0.633858268,0.712598425,0.822834646,0.766284896,0.697208304,0.632784538,0.707587688,0.739799571,51,39.44,35.95,0.550286328,0.364352183,0.227630637,2.191942926,0.433070866
010330.OF,1054.813125,37.59629196,47.25026126,46.63743177,24.73525076,12.14856749,9.30187128,9.0358705,60.08300091,31.36481285,6.16561922,0.219040802,0.501073729,0.494989263,0.578382248,0.237294202,0.274158912,0.178954903,0.232999284,0.293128132,0.202576951,0.379384395,48,43.24,51.86,0.501610594,0.468146027,0.578024338,2.957208609,0.580171797
010335.OF,5502.740584,31.22382519,60.5567154,33.07971824,30.80968721,19.91038124,16.25590706,14.03682684,69.60682396,41.36910821,6.96488863,0.908375089,0.274516822,0.689692198,0.341445956,0.531853973,0.828919112,0.798138869,0.766642806,0.606299213,0.662491052,0.4817466,47,50.17,38.95,0.484430923,0.637795276,0.28722262,1.804984153,0.340730136
010338.OF,743.0088118,18.73949928,26.68619346,21.5006626,18.31841793,6.99712287,7.55356183,6.8528686,50.68865724,33.41555871,2.3233577,0.133500358,0.047959914,0.182176092,0.197924123,0.112383679,0.088045812,0.113457409,0.127415891,0.172512527,0.266284896,0.096277738,55,29.72,25.13,0.614531138,0.189692198,0.089119542,2.036005087,0.396206156
010340.OF,7030.068611,32.20312729,31.3995181,32.68156677,42.59281307,18.98970101,18.86797302,16.76440891,81.80489891,38.09270809,6.20745922,0.971367215,0.306370795,0.247673586,0.336793128,0.887258411,0.779169649,0.920186113,0.911954188,0.971367215,0.475662133,0.385468862,24,53.39,65.84,0.069971367,0.716177523,0.806012885,0.573353536,0.050823193
010341.OF,4674.103322,32.14528387,40.75952309,43.93670526,20.18578278,17.75820194,14.41727597,11.22465953,67.87735744,48.06509146,7.47214456,0.860415175,0.303149606,0.38833214,0.530064424,0.135289907,0.701503221,0.62920544,0.433070866,0.528274875,0.910880458,0.55619184,28,58.7,53.54,0.127773801,0.816750179,0.608267717,4.126444122,0.726914817
010345.OF,2553.762507,50.46525326,72.28162336,94.10099191,34.54237339,15.66680429,16.50450962,15.38617141,72.45207343,47.61001038,12.61833286,0.595561918,0.875805297,0.807444524,0.986757337,0.70400859,0.551181102,0.816034359,0.858267717,0.733715104,0.900501074,0.974946314,38,70.67,75.34,0.312276306,0.952040086,0.892448103,6.56835293,0.884395132
010363.OF,868.7996129,34.32644944,76.41638885,36.89665175,27.75146891,10.2769268,9.01001479,8.7825612,61.94517469,44.31636611,5.8432952,0.164280601,0.381531854,0.838940587,0.414101646,0.369005011,0.168575519,0.161059413,0.217967072,0.335003579,0.805297065,0.346456693,452,23.79,41.09,0.994989263,0.124910523,0.337151038,2.719097631,0.543664996
010371.OF,2275.66485,46.29086429,59.67839754,61.02839869,41.64160855,21.63815016,18.02271237,15.979781,70.03028248,35.72504138,10.84486619,0.530064424,0.788833214,0.676091625,0.808518253,0.872942019,0.900143164,0.88976378,0.880816034,0.624910523,0.358267717,0.90765927,219,57.15,56.7,0.971009306,0.789191124,0.662848962,4.1729822,0.733715104
010375.OF,977.2346751,34.57784611,87.25358854,50.08655419,40.31476489,21.43246088,17.43305346,14.92424162,80.84870825,37.23106046,7.75714664,0.197924123,0.38833214,0.90694345,0.63027917,0.85182534,0.892627058,0.861488905,0.834287759,0.960272011,0.430207588,0.589835361,37,62.2,53.46,0.292770222,0.871510379,0.604688618,4.340514623,0.749463135
010385.OF,1397.382361,30.57016524,63.67762528,42.18199271,20.09895147,9.71971675,12.43558898,10.05035483,62.70309502,40.58453165,5.33968003,0.316392269,0.254115963,0.728704366,0.506442377,0.133500358,0.14889048,0.423407301,0.311381532,0.354688618,0.620973515,0.29670723,104,32.71,31.82,0.900143164,0.231925555,0.154259127,3.959259928,0.709735147
010387.OF,1518.138648,52.03922469,18.31178151,34.13836363,50.34115748,0.75191432,5.24285088,3.9296513,91.71109241,22.80893002,5.61508356,0.348604152,0.897637795,0.103435934,0.355404438,0.971009306,0.007516106,0.073013601,0.067644953,1,0.081245526,0.322476736,32,55.8,80.32,0.202576951,0.764853257,0.926986399,0.782296647,0.088403722
010389.OF,3405.706569,29.63488137,36.43942618,35.83927408,31.27815312,8.75291673,11.689789,9.6812977,75.16478898,42.53898028,5.56937165,0.727272727,0.236220472,0.320687187,0.395490336,0.556549749,0.121689334,0.349677881,0.281317108,0.825697924,0.726198998,0.318539728,49,57.14,36.13,0.517358626,0.788833214,0.232641374,2.735641252,0.546886185
010393.OF,1740.730731,57.19808781,34.53662195,62.48993896,41.06652546,21.11409042,13.68331869,13.56342196,73.25845242,25.26815907,9.91893376,0.405511811,0.954903364,0.2956335,0.829277022,0.860773085,0.882247674,0.549391553,0.712598425,0.761989979,0.102362205,0.845740873,41,60.92,82.9,0.37007874,0.853256979,0.938797423,1.626229669,0.29706514
010395.OF,2227.090923,38.6483633,17.66693908,16.58220623,11.01572135,5.64709426,4.65338743,4.06983942,22.39128705,13.1705993,2.44566152,0.516463851,0.533643522,0.096635648,0.14817466,0.061560487,0.068718683,0.063707946,0.071939871,0.053686471,0.039727989,0.102004295,184,8.35,10.01,0.965640659,0.01932713,0.026843236,1.674475031,0.308518253
010403.OF,1704.296119,38.86638159,44.27117351,34.83254198,30.90545763,13.85788768,9.04989701,7.66443984,60.72229053,42.95391659,6.10084049,0.399069435,0.541517538,0.443092341,0.374373658,0.53722262,0.397279885,0.164280601,0.158554044,0.309591983,0.747315676,0.371510379,93,47.78,50.88,0.871331424,0.579992842,0.561202577,15.83980726,0.990336435
010405.OF,1337.35962,49.71075573,45.68023861,42.90280756,35.85264228,14.85166415,11.93712402,11.39183584,70.52097406,26.54869252,6.35171651,0.29670723,0.866141732,0.46385111,0.516105941,0.748031496,0.4817466,0.372226199,0.455977094,0.644237652,0.117036507,0.399785254,33,39.09,75.05,0.224051539,0.355046528,0.890837509,1.41010193,0.24158912
010409.OF,4487.815257,39.1398354,36.23567532,10.69933977,45.02706928,17.69041539,18.0905019,17.49752289,68.44379764,39.1412286,7.96173624,0.843951324,0.5547602,0.316034359,0.086972083,0.919828203,0.696492484,0.892984968,0.933428776,0.550823193,0.535790981,0.612383679,52,54.28,59.21,0.566750179,0.737294202,0.708661417,1.327224832,0.220830351
010410.OF,5676.75794,38.75612929,39.52895793,47.12376003,33.51420742,16.37901769,12.60849866,10.84682852,61.11077381,33.15569969,6.94426921,0.921259843,0.53793844,0.369005011,0.589119542,0.664280601,0.602004295,0.442376521,0.38833214,0.318539728,0.258052971,0.476735863,60,31.11,35.85,0.679312813,0.209377237,0.225125268,3.085489415,0.595919828
010418.OF,3746.970075,51.18937126,30.99683245,62.27495247,40.80759376,19.23838295,16.05044854,16.99201396,73.11011875,37.81400066,11.10475484,0.764853257,0.886542591,0.24015748,0.826771654,0.859341446,0.792412312,0.778811739,0.918038654,0.755189692,0.461703651,0.923765211,44,47.43,63.3,0.423765211,0.571224052,0.773443092,2.470696996,0.495705082
010420.OF,6724.155695,53.13402212,54.1544604,60.01010539,34.57995083,17.82819988,13.01236065,11.72524842,61.88519543,37.56654396,8.23623082,0.964924839,0.912312097,0.596277738,0.793843951,0.706871868,0.706513958,0.483536149,0.495347173,0.33357194,0.447029349,0.653543307,22,53.71,58.09,0.051717967,0.722083035,0.691123837,2.538174681,0.509663565
010423.OF,3052.526058,34.5412625,21.70619171,9.59433949,21.20645286,10.09629285,8.37218927,8.6367239,59.95285122,44.97174888,4.4619783,0.683607731,0.386542591,0.133500358,0.076592699,0.156406586,0.163206872,0.137079456,0.210093057,0.288117394,0.826413744,0.227272727,32,56.18,35.06,0.202576951,0.772548318,0.209914102,1.821929832,0.343951324
010427.OF,668.4440773,44.63676266,69.58289066,59.55532771,29.50075886,10.04125506,9.60337966,9.44315272,65.60032665,37.06616701,6.29562552,0.112383679,0.744452398,0.786327845,0.786685755,0.461345741,0.161059413,0.193987115,0.262347888,0.447029349,0.421617752,0.393342878,65,26.05,40.4,0.732999284,0.14745884,0.318360773,21.70039707,0.995705082
010429.OF,3281.705819,24.78743319,74.66830264,27.12060428,37.41049666,12.96583235,11.97040693,12.8534339,65.91454481,38.37025758,4.62988378,0.714030064,0.119899785,0.823550465,0.261274159,0.793486042,0.328919112,0.376163207,0.641732283,0.456692913,0.494631353,0.24158912,32,76.52,42.72,0.202576951,0.98103078,0.378310666,2.60361548,0.523979957
010434.OF,161.4285363,29.95247714,53.74235787,40.3343378,52.98708071,12.51373273,10.56839992,10.14763832,78.68044721,30.06968575,3.80773828,0.003579098,0.242304939,0.591624911,0.475304223,0.986041518,0.29670723,0.2591267,0.317465999,0.923407301,0.177523264,0.177881174,24,46.31,88.9,0.069971367,0.541159628,0.971009306,4.497150551,0.768790265
010452.OF,491.4535886,34.79906211,50.84586454,29.70663736,24.05236239,10.56971198,8.03319671,7.86132186,63.44270723,41.87657621,4.7839327,0.060486757,0.395848246,0.547959914,0.291338583,0.216535433,0.182534001,0.126700072,0.168933429,0.374015748,0.692555476,0.256263422,42,47.45,50.52,0.38833214,0.571939871,0.55547602,4.438124402,0.75984252
010454.OF,4542.546027,36.12802624,31.79146038,17.09694291,53.20785691,22.22150416,18.73497669,18.33676976,75.04620925,32.94774139,8.08765784,0.848962062,0.445597709,0.254115963,0.153901217,0.986757337,0.915533286,0.915891195,0.952397996,0.821045097,0.251252684,0.63027917,37,60.85,82.74,0.292770222,0.852899069,0.938439513,2.468718282,0.494631353
010455.OF,4180.627407,40.73927826,43.1891713,54.07956229,29.12849854,15.54664526,13.87408572,11.82131239,66.2736044,42.69711981,7.29680668,0.81424481,0.61130995,0.426986399,0.698997853,0.447745168,0.541875447,0.568718683,0.505726557,0.469219757,0.734073014,0.530064424,66,35.2,40.58,0.74051539,0.270937724,0.323013601,1.344837052,0.228704366
010460.OF,1062.865096,33.47594258,82.01169064,51.40278154,27.92258341,13.1616097,10.8812573,9.8852519,70.67333142,37.93060741,6.39942924,0.22154617,0.35182534,0.877952756,0.653185397,0.378668576,0.345740873,0.282390838,0.29706514,0.651395848,0.469219757,0.405511811,53,36.11,47.22,0.58285612,0.284717251,0.494631353,2.551680572,0.512526843
010481.OF,3256.133146,64.05992459,37.8537713,77.79161772,34.31394393,18.32949916,12.41723656,12.06261023,62.41594255,28.54851666,8.39997009,0.710093057,0.980314961,0.340372226,0.952397996,0.694345025,0.742304939,0.420186113,0.538654259,0.347172513,0.151395848,0.679312813,87,39.88,43.46,0.853972799,0.375805297,0.401216893,3.019726138,0.589477452
010488.OF,2016.953233,54.66563082,55.91871451,57.85346647,29.26066824,11.89839549,9.29334103,9.96578913,57.80980801,32.57419942,6.63736965,0.467788117,0.929849678,0.625626342,0.761632069,0.454187545,0.254831782,0.177523264,0.304581246,0.248389406,0.241947029,0.435218325,54,36.13,39.12,0.599498926,0.285254116,0.290980673,1.07656166,0.156406586
010490.OF,751.3546396,64.14366106,64.17972858,24.12227158,27.55311681,10.70869157,8.72143271,8.94112757,60.85585916,39.87974031,7.20804746,0.136363636,0.98067287,0.734430923,0.22297781,0.358625626,0.189692198,0.149964209,0.227630637,0.310665712,0.579813887,0.516105941,53,40.74,48.7,0.58285612,0.396385111,0.521832498,1.863206924,0.354688618
010495.OF,1069.951595,39.07385349,53.06508054,56.43018962,26.34694866,10.56873899,11.64129304,10.80570309,67.77436755,37.17639198,5.45515783,0.223693629,0.551896922,0.580887616,0.736578382,0.303149606,0.182176092,0.344309234,0.381889764,0.524695777,0.42627058,0.306012885,45,57.22,81.48,0.445776664,0.789906943,0.931639227,4.120825292,0.726556908
010508.OF,3274.94431,30.99743453,5.91856595,7.8113492,5.65462212,3.75933997,2.228289,1.66887887,13.34906133,8.16653507,0.88897309,0.713314245,0.269863994,0.01896922,0.061560487,0.019685039,0.03793844,0.021474588,0.015748031,0.020758769,0.008231926,0.021474588,57,11,7.24,0.640658554,0.0365068,0.011095204,0.296082446,0.01789549
010536.OF,8076.243764,33.21299825,25.80369537,38.28699371,51.39797529,24.24210757,18.83524037,18.3642591,74.80766056,43.48945563,9.28141071,0.983536149,0.345025054,0.168575519,0.437365784,0.977093772,0.956335004,0.918396564,0.952755906,0.810665712,0.773801002,0.779885469,50,65.22,51.42,0.533464567,0.910522548,0.572297781,0.563317906,0.049033644
010549.OF,3249.85136,38.12994372,36.68301189,42.47019653,31.23682132,17.46438079,14.83622618,13.20107392,71.69049123,38.69511833,7.25907075,0.709019327,0.51932713,0.323908375,0.509663565,0.554402291,0.677881174,0.671438797,0.675375805,0.698997853,0.509305655,0.523622047,55,29.78,41.25,0.614531138,0.190765927,0.340730136,2.949506647,0.579098067
010550.OF,1607.920448,42.02211386,43.53652254,57.96923964,34.02867439,17.49364572,14.27570119,12.53447281,73.68885437,37.2977964,8.17519457,0.377236936,0.66750179,0.431997137,0.763421618,0.681818182,0.680744452,0.613457409,0.602720115,0.77845383,0.433428776,0.644595562,69,42.62,63.17,0.761989979,0.445955619,0.770758769,8.605677584,0.937007874
010551.OF,1202.869395,24.80069957,28.03181612,30.90611183,35.2321422,21.48034755,13.17399438,12.6195782,70.94602097,40.53090867,4.47742344,0.263779528,0.120615605,0.197924123,0.312813171,0.730136006,0.894058697,0.497136722,0.617752326,0.662133142,0.616320687,0.228704366,70,36.9,40.45,0.767179671,0.30583393,0.319971367,3.966399448,0.710450966
010554.OF,5704.816531,41.544444,37.20829327,25.88212185,38.61146197,18.57097675,14.71451284,13.85778267,59.69903652,37.38873838,6.8998708,0.923049392,0.644595562,0.330350752,0.246599857,0.818539728,0.756621331,0.656764495,0.746241947,0.283822477,0.437723694,0.470651396,48,41.78,56.89,0.501610594,0.420901933,0.665712241,0.996013496,0.137795276
010557.OF,2368.469009,46.90208219,51.19274112,46.76481197,40.42296206,18.27589022,15.59079823,15.22906665,71.87106379,36.72533769,8.48725814,0.549749463,0.803507516,0.55511811,0.581961346,0.853614889,0.739083751,0.745884037,0.850035791,0.707945598,0.402290623,0.687186829,56,36.66,63.84,0.627415891,0.297780959,0.779885469,1.349497214,0.230136006
010562.OF,2834.637015,56.00707723,60.7055389,53.67022959,32.07160737,17.31383155,15.00875733,14.08634246,74.43898244,42.27539993,9.56097398,0.64745884,0.94488189,0.691839656,0.692555476,0.595561918,0.668933429,0.692555476,0.772011453,0.801360057,0.713314245,0.810665712,31,49.97,45.08,0.180386543,0.632068719,0.445060845,3.181217834,0.609878311
010570.OF,928.0640972,58.90744462,88.0983231,83.30181467,39.03372314,22.04971519,15.07105469,15.16564923,70.69882898,27.29486247,11.70249577,0.181460272,0.96385111,0.910880458,0.970293486,0.826413744,0.910880458,0.697924123,0.847888332,0.653185397,0.130637079,0.950608447,37,52.89,67.1,0.292770222,0.7043665,0.817108089,2.582753956,0.51932713
010585.OF,3062.981731,66.30494693,46.88895775,99.88816953,62.29858414,28.65017988,21.17473407,21.02806684,83.40076987,22.01343066,15.2160369,0.68468146,0.984609878,0.485683608,0.991410165,0.997494631,0.990336435,0.965640659,0.980314961,0.984251969,0.075518969,0.998210451,61,62.59,92.29,0.691839656,0.878310666,0.990694345,2.026588997,0.394058697
010594.OF,7090.245528,45.45373487,37.30122132,53.50669222,48.97552793,20.67146918,16.49612852,15.72740713,81.79387822,35.89295239,10.40812199,0.973156764,0.767000716,0.33285612,0.688618468,0.958124553,0.859341446,0.81531854,0.871510379,0.970651396,0.366857552,0.879384395,43,64.23,59.43,0.404795991,0.89889048,0.711166786,2.134158507,0.420901933
010602.OF,3737.565373,41.79313348,43.95487696,55.81196143,37.11777509,17.52204846,13.1444953,12.36635126,69.0603468,33.35149164,7.79017395,0.764137437,0.656406586,0.437723694,0.72297781,0.785969936,0.682176092,0.494631353,0.580171797,0.581961346,0.263421618,0.59305655,92,29,40.33,0.868826056,0.180386543,0.31460272,5.153794616,0.823550465
010613.OF,458.2352182,37.29584733,39.42432947,-58.63742922,30.71893972,12.26189138,8.58897742,9.50021159,57.09632895,39.47101059,6.00332239,0.051181102,0.488904796,0.367215462,0.003221188,0.528274875,0.279885469,0.144237652,0.266642806,0.2408733,0.553328561,0.361846815,17,73.32,44.18,0.015748031,0.967430208,0.419112384,5.735137235,0.850035791
010617.OF,3757.547317,40.56211918,36.17072052,42.12550474,41.93667787,17.03563733,17.67106839,16.46249175,74.1080352,34.75055205,9.30369122,0.766642806,0.602720115,0.31531854,0.505368647,0.876163207,0.650322119,0.872942019,0.902290623,0.790980673,0.321045097,0.782032928,47,46.51,62.16,0.484430923,0.547244094,0.755547602,3.446362502,0.649964209
010654.OF,1054.572442,49.5069585,28.71597254,45.51907642,41.9962626,0.13058962,7.3505051,8.36420718,72.90163118,28.90676942,7.01188074,0.218324982,0.863278454,0.207587688,0.558697208,0.877594846,0.005010737,0.108088762,0.193629205,0.747315676,0.157480315,0.488188976,44,45.75,80.93,0.423765211,0.526306371,0.928060129,2.54688106,0.511453114
010659.OF,1375.932088,27.80741077,74.35194851,35.84684885,32.41096164,17.92445169,21.67918824,16.3526082,75.80183251,43.67905831,7.08144874,0.309949893,0.183249821,0.821403006,0.395848246,0.612383679,0.713314245,0.972083035,0.899785254,0.848246242,0.779169649,0.50035791,39,57.99,41.55,0.330887616,0.805297065,0.348425197,1.865050645,0.355404438
